'sample interval','ECG'
9514,0.277
9515,0.277
9516,0.262
9517,0.262
9518,0.269
9519,0.277
9520,0.277
9521,0.269
9522,0.269
9523,0.269
9524,0.262
9525,0.262
9526,0.246
9527,0.246
9528,0.246
9529,0.238
9530,0.246
9531,0.254
9532,0.246
9533,0.238
9534,0.254
9535,0.246
9536,0.246
9537,0.246
9538,0.238
9539,0.238
9540,0.246
9541,0.231
9542,0.223
9543,0.231
9544,0.223
9545,0.223
9546,0.215
9547,0.223
9548,0.223
9549,0.215
9550,0.215
9551,0.215
9552,0.215
9553,0.215
9554,0.215
9555,0.223
9556,0.223
9557,0.223
9558,0.215
9559,0.200
9560,0.208
9561,0.215
9562,0.200
9563,0.200
9564,0.208
9565,0.200
9566,0.200
9567,0.208
9568,0.200
9569,0.200
9570,0.200
9571,0.200
9572,0.192
9573,0.192
9574,0.200
9575,0.185
9576,0.192
9577,0.192
9578,0.192
9579,0.185
9580,0.177
9581,0.185
9582,0.169
9583,0.169
9584,0.169
9585,0.169
9586,0.169
9587,0.162
9588,0.169
9589,0.177
9590,0.169
9591,0.169
9592,0.185
9593,0.169
9594,0.169
9595,0.185
9596,0.192
9597,0.185
9598,0.192
9599,0.200
9600,0.200
9601,0.192
9602,0.200
9603,0.185
9604,0.177
9605,0.169
9606,0.169
9607,0.177
9608,0.177
9609,0.169
9610,0.162
9611,0.162
9612,0.154
9613,0.146
9614,0.154
9615,0.162
9616,0.169
9617,0.177
9618,0.169
9619,0.185
9620,0.192
9621,0.177
9622,0.185
9623,0.177
9624,0.185
9625,0.177
9626,0.185
9627,0.177
9628,0.177
9629,0.169
9630,0.177
9631,0.169
9632,0.169
9633,0.177
9634,0.185
9635,0.177
9636,0.185
9637,0.185
9638,0.192
9639,0.192
9640,0.177
9641,0.185
9642,0.185
9643,0.177
9644,0.185
9645,0.185
9646,0.177
9647,0.192
9648,0.192
9649,0.177
9650,0.177
9651,0.185
9652,0.185
9653,0.177
9654,0.177
9655,0.162
9656,0.162
9657,0.154
9658,0.162
9659,0.162
9660,0.162
9661,0.169
9662,0.177
9663,0.177
9664,0.169
9665,0.169
9666,0.154
9667,0.162
9668,0.177
9669,0.169
9670,0.162
9671,0.177
9672,0.185
9673,0.177
9674,0.177
9675,0.177
9676,0.177
9677,0.177
9678,0.192
9679,0.177
9680,0.185
9681,0.192
9682,0.192
9683,0.192
9684,0.208
9685,0.215
9686,0.215
9687,0.215
9688,0.215
9689,0.192
9690,0.192
9691,0.200
9692,0.192
9693,0.192
9694,0.200
9695,0.192
9696,0.192
9697,0.208
9698,0.192
9699,0.200
9700,0.208
9701,0.215
9702,0.215
9703,0.223
9704,0.223
9705,0.223
9706,0.223
9707,0.231
9708,0.223
9709,0.231
9710,0.231
9711,0.231
9712,0.231
9713,0.223
9714,0.223
9715,0.231
9716,0.223
9717,0.208
9718,0.208
9719,0.215
9720,0.215
9721,0.200
9722,0.208
9723,0.215
9724,0.208
9725,0.215
9726,0.223
9727,0.215
9728,0.215
9729,0.215
9730,0.223
9731,0.215
9732,0.215
9733,0.215
9734,0.215
9735,0.223
9736,0.208
9737,0.215
9738,0.215
9739,0.208
9740,0.208
9741,0.223
9742,0.223
9743,0.223
9744,0.215
9745,0.215
9746,0.200
9747,0.200
9748,0.200
9749,0.208
9750,0.200
9751,0.200
9752,0.200
9753,0.200
9754,0.200
9755,0.192
9756,0.192
9757,0.208
9758,0.208
9759,0.208
9760,0.200
9761,0.200
9762,0.208
9763,0.200
9764,0.200
9765,0.215
9766,0.215
9767,0.200
9768,0.208
9769,0.215
9770,0.208
9771,0.208
9772,0.215
9773,0.215
9774,0.215
9775,0.208
9776,0.208
9777,0.200
9778,0.208
9779,0.215
9780,0.208
9781,0.200
9782,0.208
9783,0.215
9784,0.208
9785,0.200
9786,0.200
9787,0.208
9788,0.208
9789,0.208
9790,0.208
9791,0.215
9792,0.223
9793,0.223
9794,0.215
9795,0.223
9796,0.208
9797,0.192
9798,0.200
9799,0.200
9800,0.192
9801,0.192
9802,0.192
9803,0.208
9804,0.215
9805,0.208
9806,0.208
9807,0.208
9808,0.215
9809,0.215
9810,0.215
9811,0.215
9812,0.215
9813,0.223
9814,0.215
9815,0.215
9816,0.223
9817,0.208
9818,0.200
9819,0.208
9820,0.200
9821,0.192
9822,0.200
9823,0.200
9824,0.215
9825,0.215
9826,0.223
9827,0.231
9828,0.238
9829,0.246
9830,0.254
9831,0.262
9832,0.262
9833,0.246
9834,0.254
9835,0.254
9836,0.254
9837,0.262
9838,0.254
9839,0.254
9840,0.254
9841,0.254
9842,0.238
9843,0.238
9844,0.246
9845,0.246
9846,0.254
9847,0.262
9848,0.262
9849,0.277
9850,0.285
9851,0.262
9852,0.269
9853,0.277
9854,0.277
9855,0.285
9856,0.300
9857,0.308
9858,0.292
9859,0.292
9860,0.300
9861,0.308
9862,0.315
9863,0.315
9864,0.308
9865,0.308
9866,0.300
9867,0.308
9868,0.315
9869,0.300
9870,0.292
9871,0.300
9872,0.300
9873,0.292
9874,0.308
9875,0.308
9876,0.300
9877,0.308
9878,0.323
9879,0.331
9880,0.315
9881,0.315
9882,0.315
9883,0.308
9884,0.323
9885,0.323
9886,0.308
9887,0.300
9888,0.300
9889,0.315
9890,0.308
9891,0.300
9892,0.292
9893,0.292
9894,0.285
9895,0.285
9896,0.285
9897,0.285
9898,0.277
9899,0.277
9900,0.269
9901,0.262
9902,0.262
9903,0.269
9904,0.269
9905,0.269
9906,0.269
9907,0.254
9908,0.246
9909,0.246
9910,0.246
9911,0.246
9912,0.238
9913,0.238
9914,0.238
9915,0.246
9916,0.231
9917,0.231
9918,0.231
9919,0.223
9920,0.231
9921,0.223
9922,0.215
9923,0.215
9924,0.223
9925,0.223
9926,0.215
9927,0.231
9928,0.223
9929,0.215
9930,0.215
9931,0.215
9932,0.215
9933,0.223
9934,0.223
9935,0.238
9936,0.246
9937,0.238
9938,0.238
9939,0.238
9940,0.246
9941,0.254
9942,0.254
9943,0.246
9944,0.246
9945,0.246
9946,0.246
9947,0.246
9948,0.246
9949,0.254
9950,0.254
9951,0.262
9952,0.269
9953,0.277
9954,0.277
9955,0.277
9956,0.300
9957,0.315
9958,0.331
9959,0.346
9960,0.369
9961,0.385
9962,0.400
9963,0.408
9964,0.415
9965,0.438
9966,0.469
9967,0.485
9968,0.508
9969,0.523
9970,0.546
9971,0.569
9972,0.585
9973,0.585
9974,0.569
9975,0.569
9976,0.569
9977,0.569
9978,0.562
9979,0.546
9980,0.538
9981,0.523
9982,0.477
9983,0.462
9984,0.454
9985,0.431
9986,0.408
9987,0.400
9988,0.385
9989,0.377
9990,0.377
9991,0.369
9992,0.362
9993,0.369
9994,0.362
9995,0.338
9996,0.346
9997,0.346
9998,0.338
9999,0.331
10000,0.331
10001,0.323
10002,0.331
10003,0.323
10004,0.308
10005,0.308
10006,0.323
10007,0.308
10008,0.300
10009,0.292
10010,0.277
10011,0.277
10012,0.269
10013,0.262
10014,0.246
10015,0.246
10016,0.231
10017,0.223
10018,0.223
10019,0.223
10020,0.223
10021,0.215
10022,0.208
10023,0.215
10024,0.215
10025,0.192
10026,0.192
10027,0.200
10028,0.192
10029,0.185
10030,0.185
10031,0.192
10032,0.192
10033,0.200
10034,0.192
10035,0.185
10036,0.185
10037,0.200
10038,0.192
10039,0.200
10040,0.192
10041,0.200
10042,0.208
10043,0.208
10044,0.215
10045,0.200
10046,0.200
10047,0.208
10048,0.208
10049,0.200
10050,0.215
10051,0.200
10052,0.200
10053,0.208
10054,0.200
10055,0.192
10056,0.208
10057,0.200
10058,0.185
10059,0.177
10060,0.185
10061,0.192
10062,0.185
10063,0.200
10064,0.208
10065,0.208
10066,0.208
10067,0.208
10068,0.215
10069,0.215
10070,0.208
10071,0.208
10072,0.208
10073,0.215
10074,0.208
10075,0.200
10076,0.200
10077,0.208
10078,0.200
10079,0.192
10080,0.185
10081,0.177
10082,0.185
10083,0.185
10084,0.177
10085,0.185
10086,0.185
10087,0.185
10088,0.185
10089,0.192
10090,0.185
10091,0.185
10092,0.185
10093,0.177
10094,0.177
10095,0.177
10096,0.177
10097,0.177
10098,0.169
10099,0.162
10100,0.169
10101,0.162
10102,0.162
10103,0.162
10104,0.162
10105,0.154
10106,0.146
10107,0.162
10108,0.162
10109,0.154
10110,0.146
10111,0.154
10112,0.169
10113,0.162
10114,0.154
10115,0.162
10116,0.169
10117,0.154
10118,0.162
10119,0.169
10120,0.154
10121,0.162
10122,0.162
10123,0.162
10124,0.162
10125,0.169
10126,0.162
10127,0.162
10128,0.162
10129,0.169
10130,0.162
10131,0.162
10132,0.162
10133,0.169
10134,0.169
10135,0.162
10136,0.169
10137,0.169
10138,0.169
10139,0.162
10140,0.154
10141,0.138
10142,0.154
10143,0.146
10144,0.154
10145,0.138
10146,0.138
10147,0.146
10148,0.154
10149,0.146
10150,0.138
10151,0.131
10152,0.131
10153,0.115
10154,0.123
10155,0.123
10156,0.123
10157,0.108
10158,0.108
10159,0.100
10160,0.100
10161,0.100
10162,0.092
10163,0.085
10164,0.077
10165,0.085
10166,0.085
10167,0.085
10168,0.085
10169,0.085
10170,0.100
10171,0.100
10172,0.092
10173,0.108
10174,0.115
10175,0.123
10176,0.115
10177,0.115
10178,0.138
10179,0.131
10180,0.123
10181,0.123
10182,0.123
10183,0.123
10184,0.123
10185,0.123
10186,0.131
10187,0.123
10188,0.123
10189,0.131
10190,0.146
10191,0.138
10192,0.123
10193,0.138
10194,0.138
10195,0.154
10196,0.154
10197,0.154
10198,0.154
10199,0.162
10200,0.162
10201,0.162
10202,0.162
10203,0.169
10204,0.177
10205,0.177
10206,0.177
10207,0.185
10208,0.185
10209,0.185
10210,0.192
10211,0.192
10212,0.200
10213,0.192
10214,0.192
10215,0.200
10216,0.208
10217,0.200
10218,0.185
10219,0.200
10220,0.208
10221,0.200
10222,0.192
10223,0.192
10224,0.192
10225,0.200
10226,0.200
10227,0.200
10228,0.200
10229,0.223
10230,0.231
10231,0.223
10232,0.223
10233,0.223
10234,0.215
10235,0.208
10236,0.223
10237,0.231
10238,0.215
10239,0.208
10240,0.208
10241,0.208
10242,0.200
10243,0.200
10244,0.200
10245,0.200
10246,0.200
10247,0.200
10248,0.200
10249,0.192
10250,0.192
10251,0.208
10252,0.208
10253,0.208
10254,0.200
10255,0.208
10256,0.208
10257,0.215
10258,0.215
10259,0.223
10260,0.223
10261,0.231
10262,0.223
10263,0.208
10264,0.208
10265,0.200
10266,0.185
10267,0.192
10268,0.200
10269,0.200
10270,0.192
10271,0.200
10272,0.200
10273,0.200
10274,0.200
10275,0.200
10276,0.200
10277,0.208
10278,0.215
10279,0.208
10280,0.215
10281,0.223
10282,0.223
10283,0.215
10284,0.223
10285,0.208
10286,0.223
10287,0.215
10288,0.208
10289,0.200
10290,0.215
10291,0.208
10292,0.200
10293,0.208
10294,0.215
10295,0.215
10296,0.208
10297,0.223
10298,0.223
10299,0.215
10300,0.223
10301,0.223
10302,0.223
10303,0.223
10304,0.231
10305,0.223
10306,0.223
10307,0.223
10308,0.215
10309,0.215
10310,0.215
10311,0.208
10312,0.200
10313,0.208
10314,0.208
10315,0.200
10316,0.200
10317,0.208
10318,0.192
10319,0.200
10320,0.200
10321,0.192
10322,0.208
10323,0.200
10324,0.200
10325,0.208
10326,0.215
10327,0.215
10328,0.215
10329,0.215
10330,0.215
10331,0.223
10332,0.238
10333,0.246
10334,0.269
10335,0.292
10336,0.308
10337,0.315
10338,0.323
10339,0.338
10340,0.331
10341,0.338
10342,0.338
10343,0.331
10344,0.338
10345,0.354
10346,0.346
10347,0.331
10348,0.300
10349,0.285
10350,0.269
10351,0.254
10352,0.223
10353,0.192
10354,0.177
10355,0.123
10356,0.077
10357,0.054
10358,0.008
10359,-0.038
10360,-0.077
10361,-0.131
10362,-0.192
10363,-0.254
10364,-0.315
10365,-0.369
10366,-0.431
10367,-0.485
10368,-0.515
10369,-0.508
10370,-0.462
10371,-0.462
10372,-0.454
10373,-0.438
10374,-0.415
10375,-0.408
10376,-0.385
10377,-0.346
10378,-0.323
10379,-0.308
10380,-0.269
10381,-0.254
10382,-0.215
10383,-0.162
10384,-0.115
10385,-0.077
10386,-0.031
10387,0.015
10388,0.062
10389,0.092
10390,0.123
10391,0.131
10392,0.138
10393,0.146
10394,0.169
10395,0.177
10396,0.185
10397,0.200
10398,0.208
10399,0.215
10400,0.215
10401,0.215
10402,0.215
10403,0.231
10404,0.238
10405,0.231
10406,0.238
10407,0.238
10408,0.246
10409,0.246
10410,0.231
10411,0.223
10412,0.238
10413,0.238
10414,0.238
10415,0.246
10416,0.246
10417,0.238
10418,0.246
10419,0.262
10420,0.254
10421,0.254
10422,0.254
10423,0.246
10424,0.254
10425,0.254
10426,0.254
10427,0.246
10428,0.262
10429,0.269
10430,0.269
10431,0.269
10432,0.269
10433,0.262
10434,0.262
10435,0.254
10436,0.262
10437,0.269
10438,0.262
10439,0.269
10440,0.269
10441,0.262
10442,0.254
10443,0.262
10444,0.262
10445,0.269
10446,0.269
10447,0.269
10448,0.269
10449,0.262
10450,0.277
10451,0.269
10452,0.262
10453,0.285
10454,0.292
10455,0.292
10456,0.277
10457,0.277
10458,0.292
10459,0.292
10460,0.292
10461,0.285
10462,0.292
10463,0.285
10464,0.285
10465,0.292
10466,0.292
10467,0.277
10468,0.285
10469,0.292
10470,0.292
10471,0.292
10472,0.300
10473,0.300
10474,0.300
10475,0.285
10476,0.292
10477,0.300
10478,0.308
10479,0.315
10480,0.315
10481,0.308
10482,0.315
10483,0.323
10484,0.338
10485,0.315
10486,0.308
10487,0.308
10488,0.308
10489,0.315
10490,0.308
10491,0.292
10492,0.308
10493,0.323
10494,0.323
10495,0.331
10496,0.331
10497,0.331
10498,0.346
10499,0.338
10500,0.331
10501,0.338
10502,0.354
10503,0.377
10504,0.369
10505,0.354
10506,0.369
10507,0.362
10508,0.377
10509,0.385
10510,0.392
10511,0.392
10512,0.385
10513,0.385
10514,0.369
10515,0.385
10516,0.415
10517,0.423
10518,0.415
10519,0.423
10520,0.415
10521,0.431
10522,0.438
10523,0.438
10524,0.446
10525,0.462
10526,0.462
10527,0.454
10528,0.462
10529,0.454
10530,0.454
10531,0.446
10532,0.454
10533,0.454
10534,0.454
10535,0.446
10536,0.454
10537,0.462
10538,0.469
10539,0.469
10540,0.462
10541,0.469
10542,0.469
10543,0.469
10544,0.469
10545,0.469
10546,0.469
10547,0.462
10548,0.446
10549,0.454
10550,0.462
10551,0.454
10552,0.446
10553,0.454
10554,0.446
10555,0.454
10556,0.446
10557,0.431
10558,0.415
10559,0.423
10560,0.431
10561,0.423
10562,0.408
10563,0.408
10564,0.415
10565,0.408
10566,0.408
10567,0.415
10568,0.415
10569,0.408
10570,0.392
10571,0.385
10572,0.385
10573,0.385
10574,0.362
10575,0.369
10576,0.369
10577,0.346
10578,0.331
10579,0.338
10580,0.346
10581,0.323
10582,0.323
10583,0.331
10584,0.315
10585,0.315
10586,0.308
10587,0.292
10588,0.277
10589,0.277
10590,0.285
10591,0.292
10592,0.292
10593,0.285
10594,0.269
10595,0.277
10596,0.269
10597,0.269
10598,0.262
10599,0.269
10600,0.254
10601,0.238
10602,0.238
10603,0.238
10604,0.231
10605,0.238
10606,0.231
10607,0.223
10608,0.231
10609,0.231
10610,0.231
10611,0.238
10612,0.246
10613,0.238
10614,0.254
10615,0.254
10616,0.246
10617,0.246
10618,0.254
10619,0.223
10620,0.215
10621,0.223
10622,0.231
10623,0.223
10624,0.215
10625,0.215
10626,0.215
10627,0.223
10628,0.215
10629,0.215
10630,0.223
10631,0.215
10632,0.208
10633,0.215
10634,0.223
10635,0.231
10636,0.215
10637,0.223
10638,0.223
10639,0.223
10640,0.223
10641,0.231
10642,0.223
10643,0.215
10644,0.200
10645,0.215
10646,0.223
10647,0.223
10648,0.215
10649,0.208
10650,0.200
10651,0.208
10652,0.200
10653,0.200
10654,0.200
10655,0.192
10656,0.192
10657,0.200
10658,0.208
10659,0.192
10660,0.192
10661,0.185
10662,0.192
10663,0.185
10664,0.192
10665,0.192
10666,0.185
10667,0.192
10668,0.192
10669,0.192
10670,0.192
10671,0.200
10672,0.208
10673,0.192
10674,0.192
10675,0.200
10676,0.215
10677,0.208
10678,0.200
10679,0.200
10680,0.208
10681,0.208
10682,0.208
10683,0.200
10684,0.185
10685,0.169
10686,0.169
10687,0.177
10688,0.185
10689,0.177
10690,0.162
10691,0.154
10692,0.162
10693,0.162
10694,0.169
10695,0.177
10696,0.177
10697,0.185
10698,0.192
10699,0.192
10700,0.185
10701,0.185
10702,0.192
10703,0.185
10704,0.192
10705,0.192
10706,0.185
10707,0.185
10708,0.192
10709,0.192
10710,0.192
10711,0.192
10712,0.192
10713,0.185
10714,0.185
10715,0.185
10716,0.185
10717,0.192
10718,0.192
10719,0.192
10720,0.192
10721,0.192
10722,0.192
10723,0.185
10724,0.185
10725,0.185
10726,0.185
10727,0.185
10728,0.177
10729,0.185
10730,0.169
10731,0.177
10732,0.177
10733,0.169
10734,0.162
10735,0.169
10736,0.162
10737,0.177
10738,0.177
10739,0.177
10740,0.177
10741,0.185
10742,0.177
10743,0.185
10744,0.185
10745,0.185
10746,0.177
10747,0.185
10748,0.177
10749,0.192
10750,0.185
10751,0.185
10752,0.185
10753,0.192
10754,0.192
10755,0.200
10756,0.200
10757,0.200
10758,0.208
10759,0.208
10760,0.215
10761,0.215
10762,0.215
10763,0.215
10764,0.215
10765,0.208
10766,0.200
10767,0.208
10768,0.200
10769,0.185
10770,0.200
10771,0.208
10772,0.215
10773,0.208
10774,0.200
10775,0.192
10776,0.192
10777,0.208
10778,0.215
10779,0.215
10780,0.215
10781,0.208
10782,0.200
10783,0.215
10784,0.231
10785,0.223
10786,0.215
10787,0.215
10788,0.223
10789,0.223
10790,0.215
10791,0.208
10792,0.215
10793,0.215
10794,0.208
10795,0.208
10796,0.200
10797,0.200
10798,0.200
10799,0.200
10800,0.208
10801,0.215
10802,0.223
10803,0.215
10804,0.215
10805,0.223
10806,0.215
10807,0.215
10808,0.215
10809,0.223
10810,0.223
10811,0.215
10812,0.223
10813,0.223
10814,0.208
10815,0.208
10816,0.215
10817,0.215
10818,0.208
10819,0.215
10820,0.223
10821,0.208
10822,0.215
10823,0.223
10824,0.215
10825,0.215
10826,0.215
10827,0.215
10828,0.208
10829,0.215
10830,0.223
10831,0.223
10832,0.231
10833,0.231
10834,0.215
10835,0.223
10836,0.223
10837,0.208
10838,0.208
10839,0.223
10840,0.215
10841,0.208
10842,0.223
10843,0.215
10844,0.215
10845,0.223
10846,0.223
10847,0.208
10848,0.215
10849,0.223
10850,0.215
10851,0.215
10852,0.223
10853,0.223
10854,0.223
10855,0.231
10856,0.223
10857,0.215
10858,0.231
10859,0.231
10860,0.223
10861,0.215
10862,0.223
10863,0.215
10864,0.215
10865,0.231
10866,0.223
10867,0.215
10868,0.238
10869,0.231
10870,0.231
10871,0.246
10872,0.246
10873,0.223
10874,0.223
10875,0.231
10876,0.215
10877,0.208
10878,0.223
10879,0.223
10880,0.208
10881,0.223
10882,0.223
10883,0.231
10884,0.246
10885,0.238
10886,0.223
10887,0.223
10888,0.238
10889,0.223
10890,0.223
10891,0.231
10892,0.223
10893,0.215
10894,0.215
10895,0.215
10896,0.208
10897,0.200
10898,0.215
10899,0.215
10900,0.215
10901,0.223
10902,0.231
10903,0.223
10904,0.223
10905,0.246
10906,0.254
10907,0.254
10908,0.246
10909,0.254
10910,0.254
10911,0.254
10912,0.254
10913,0.254
10914,0.262
10915,0.254
10916,0.246
10917,0.246
10918,0.246
10919,0.238
10920,0.238
10921,0.246
10922,0.246
10923,0.246
10924,0.254
10925,0.254
10926,0.246
10927,0.262
10928,0.269
10929,0.269
10930,0.277
10931,0.277
10932,0.269
10933,0.277
10934,0.277
10935,0.269
10936,0.277
10937,0.285
10938,0.285
10939,0.277
10940,0.300
10941,0.300
10942,0.292
10943,0.285
10944,0.292
10945,0.292
10946,0.285
10947,0.285
10948,0.285
10949,0.285
10950,0.300
10951,0.300
10952,0.292
10953,0.292
10954,0.300
10955,0.308
10956,0.308
10957,0.300
10958,0.308
10959,0.308
10960,0.315
10961,0.315
10962,0.308
10963,0.315
10964,0.315
10965,0.308
10966,0.300
10967,0.300
10968,0.292
10969,0.285
10970,0.292
10971,0.292
10972,0.285
10973,0.285
10974,0.269
10975,0.277
10976,0.277
10977,0.262
10978,0.254
10979,0.269
10980,0.269
10981,0.254
10982,0.246
10983,0.246
10984,0.238
10985,0.238
10986,0.246
10987,0.246
10988,0.231
10989,0.238
10990,0.238
10991,0.231
10992,0.231
10993,0.223
10994,0.223
10995,0.215
10996,0.215
10997,0.215
10998,0.215
10999,0.215
11000,0.208
11001,0.215
11002,0.208
11003,0.200
11004,0.208
11005,0.223
11006,0.223
11007,0.208
11008,0.208
11009,0.223
11010,0.231
11011,0.231
11012,0.231
11013,0.238
11014,0.231
11015,0.231
11016,0.238
11017,0.246
11018,0.246
11019,0.246
11020,0.246
11021,0.254
11022,0.246
11023,0.254
11024,0.262
11025,0.262
11026,0.262
11027,0.254
11028,0.254
11029,0.262
11030,0.269
11031,0.285
11032,0.292
11033,0.315
11034,0.315
11035,0.323
11036,0.338
11037,0.362
11038,0.377
11039,0.392
11040,0.415
11041,0.431
11042,0.454
11043,0.469
11044,0.477
11045,0.508
11046,0.531
11047,0.546
11048,0.577
11049,0.600
11050,0.592
11051,0.577
11052,0.577
11053,0.577
11054,0.569
11055,0.554
11056,0.546
11057,0.538
11058,0.515
11059,0.485
11060,0.469
11061,0.446
11062,0.423
11063,0.408
11064,0.392
11065,0.385
11066,0.385
11067,0.377
11068,0.362
11069,0.354
11070,0.354
11071,0.354
11072,0.346
11073,0.346
11074,0.338
11075,0.331
11076,0.331
11077,0.338
11078,0.331
11079,0.323
11080,0.323
11081,0.315
11082,0.308
11083,0.315
11084,0.308
11085,0.300
11086,0.292
11087,0.285
11088,0.277
11089,0.269
11090,0.262
11091,0.246
11092,0.238
11093,0.238
11094,0.231
11095,0.215
11096,0.231
11097,0.223
11098,0.223
11099,0.223
11100,0.208
11101,0.208
11102,0.208
11103,0.208
11104,0.185
11105,0.192
11106,0.200
11107,0.192
11108,0.200
11109,0.200
11110,0.192
11111,0.192
11112,0.192
11113,0.192
11114,0.200
11115,0.200
11116,0.192
11117,0.200
11118,0.208
11119,0.208
11120,0.200
11121,0.208
11122,0.208
11123,0.208
11124,0.215
11125,0.215
11126,0.208
11127,0.208
11128,0.208
11129,0.208
11130,0.200
11131,0.208
11132,0.208
11133,0.208
11134,0.208
11135,0.200
11136,0.185
11137,0.192
11138,0.200
11139,0.200
11140,0.200
11141,0.200
11142,0.200
11143,0.200
11144,0.208
11145,0.208
11146,0.208
11147,0.208
11148,0.208
11149,0.208
11150,0.215
11151,0.215
11152,0.200
11153,0.192
11154,0.192
11155,0.192
11156,0.192
11157,0.185
11158,0.192
11159,0.192
11160,0.192
11161,0.200
11162,0.192
11163,0.192
11164,0.192
11165,0.192
11166,0.185
11167,0.200
11168,0.200
11169,0.192
11170,0.185
11171,0.185
11172,0.192
11173,0.185
11174,0.185
11175,0.169
11176,0.177
11177,0.185
11178,0.185
11179,0.177
11180,0.169
11181,0.177
11182,0.169
11183,0.154
11184,0.154
11185,0.154
11186,0.162
11187,0.162
11188,0.146
11189,0.162
11190,0.162
11191,0.162
11192,0.162
11193,0.162
11194,0.162
11195,0.162
11196,0.177
11197,0.177
11198,0.169
11199,0.162
11200,0.162
11201,0.162
11202,0.169
11203,0.169
11204,0.162
11205,0.154
11206,0.154
11207,0.162
11208,0.169
11209,0.162
11210,0.162
11211,0.154
11212,0.162
11213,0.162
11214,0.169
11215,0.169
11216,0.169
11217,0.162
11218,0.154
11219,0.154
11220,0.154
11221,0.146
11222,0.146
11223,0.138
11224,0.146
11225,0.138
11226,0.138
11227,0.138
11228,0.123
11229,0.131
11230,0.131
11231,0.131
11232,0.131
11233,0.123
11234,0.115
11235,0.123
11236,0.123
11237,0.115
11238,0.115
11239,0.108
11240,0.115
11241,0.092
11242,0.092
11243,0.100
11244,0.092
11245,0.100
11246,0.108
11247,0.108
11248,0.100
11249,0.115
11250,0.115
11251,0.115
11252,0.123
11253,0.123
11254,0.115
11255,0.123
11256,0.131
11257,0.146
11258,0.138
11259,0.131
11260,0.138
11261,0.138
11262,0.131
11263,0.131
11264,0.131
11265,0.138
11266,0.138
11267,0.146
11268,0.146
11269,0.154
11270,0.154
11271,0.154
11272,0.146
11273,0.154
11274,0.162
11275,0.169
11276,0.177
11277,0.169
11278,0.177
11279,0.169
11280,0.185
11281,0.185
11282,0.200
11283,0.185
11284,0.185
11285,0.200
11286,0.192
11287,0.185
11288,0.192
11289,0.200
11290,0.208
11291,0.215
11292,0.200
11293,0.200
11294,0.215
11295,0.223
11296,0.215
11297,0.215
11298,0.223
11299,0.215
11300,0.200
11301,0.208
11302,0.215
11303,0.208
11304,0.208
11305,0.215
11306,0.208
11307,0.208
11308,0.223
11309,0.215
11310,0.215
11311,0.223
11312,0.223
11313,0.215
11314,0.223
11315,0.215
11316,0.208
11317,0.208
11318,0.215
11319,0.200
11320,0.200
11321,0.200
11322,0.200
11323,0.208
11324,0.200
11325,0.200
11326,0.200
11327,0.215
11328,0.215
11329,0.200
11330,0.208
11331,0.215
11332,0.215
11333,0.208
11334,0.223
11335,0.223
11336,0.223
11337,0.215
11338,0.223
11339,0.215
11340,0.215
11341,0.208
11342,0.215
11343,0.215
11344,0.215
11345,0.200
11346,0.208
11347,0.215
11348,0.200
11349,0.200
11350,0.200
11351,0.208
11352,0.200
11353,0.215
11354,0.215
11355,0.200
11356,0.215
11357,0.223
11358,0.215
11359,0.223
11360,0.215
11361,0.208
11362,0.223
11363,0.223
11364,0.215
11365,0.215
11366,0.215
11367,0.215
11368,0.223
11369,0.231
11370,0.223
11371,0.223
11372,0.231
11373,0.223
11374,0.231
11375,0.231
11376,0.231
11377,0.223
11378,0.231
11379,0.223
11380,0.231
11381,0.231
11382,0.231
11383,0.215
11384,0.215
11385,0.223
11386,0.223
11387,0.215
11388,0.215
11389,0.223
11390,0.215
11391,0.215
11392,0.223
11393,0.223
11394,0.208
11395,0.215
11396,0.215
11397,0.215
11398,0.215
11399,0.223
11400,0.215
11401,0.215
11402,0.208
11403,0.208
11404,0.208
11405,0.215
11406,0.223
11407,0.215
11408,0.223
11409,0.231
11410,0.246
11411,0.269
11412,0.277
11413,0.300
11414,0.308
11415,0.315
11416,0.331
11417,0.338
11418,0.338
11419,0.338
11420,0.346
11421,0.354
11422,0.354
11423,0.331
11424,0.323
11425,0.308
11426,0.292
11427,0.269
11428,0.238
11429,0.215
11430,0.185
11431,0.154
11432,0.123
11433,0.077
11434,0.046
11435,0.008
11436,-0.038
11437,-0.085
11438,-0.123
11439,-0.192
11440,-0.262
11441,-0.315
11442,-0.362
11443,-0.431
11444,-0.477
11445,-0.508
11446,-0.492
11447,-0.454
11448,-0.446
11449,-0.454
11450,-0.438
11451,-0.415
11452,-0.400
11453,-0.377
11454,-0.338
11455,-0.308
11456,-0.285
11457,-0.262
11458,-0.238
11459,-0.215
11460,-0.162
11461,-0.108
11462,-0.077
11463,-0.038
11464,0.031
11465,0.069
11466,0.100
11467,0.131
11468,0.146
11469,0.131
11470,0.154
11471,0.162
11472,0.169
11473,0.177
11474,0.192
11475,0.192
11476,0.185
11477,0.200
11478,0.223
11479,0.223
11480,0.223
11481,0.238
11482,0.246
11483,0.238
11484,0.246
11485,0.254
11486,0.246
11487,0.246
11488,0.254
11489,0.238
11490,0.238
11491,0.231
11492,0.246
11493,0.246
11494,0.254
11495,0.254
11496,0.254
11497,0.262
11498,0.254
11499,0.254
11500,0.254
11501,0.246
11502,0.246
11503,0.246
